dataset,compiler,machine,load_factor,reducer,hash,max_in_single_slot,empty_slots,expected_empty_slots,colliding_slots,expected_colliding_slots,colliding_keys,expected_colliding_keys,exclusive_slots,expected_exclusive_slots,,sample_size
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,mult_fibonacci64,2,0.29,0.47,0.04,0.17,0.10,0.53,0.68,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,mult_fibonacci_shift36_64,4,0.29,0.47,0.04,0.17,0.11,0.53,0.67,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,clamp,pgm_hash_eps128,4,0.30,0.47,0.05,0.17,0.13,0.53,0.66,0.35,,0.01
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,clamp,pgm_hash_eps128,4,0.33,0.47,0.05,0.17,0.18,0.53,0.61,0.35,,1.00
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,clamp,pgm_hash_eps256,4,0.33,0.47,0.05,0.17,0.18,0.53,0.61,0.35,,1.00
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,clamp,pgm_hash_eps128,5,0.34,0.47,0.05,0.17,0.19,0.53,0.61,0.35,,0.00
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,mult_add_shift28_64,2,0.31,0.47,0.06,0.17,0.16,0.53,0.63,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,mult_fibonacci_prime64,2,0.31,0.47,0.06,0.17,0.16,0.53,0.63,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,clamp,pgm_hash_eps256,4,0.34,0.47,0.06,0.17,0.20,0.53,0.60,0.35,,0.00
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,mult_prime_shift36_64,15,0.94,0.47,0.06,0.17,1.00,0.53,0.00,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,mult_fibonacci_shift36_64,14,0.94,0.47,0.06,0.17,1.00,0.53,0.00,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,mult_fibonacci_prime_shift36_64,14,0.94,0.47,0.06,0.17,1.00,0.53,0.00,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,tabulation_1x255_64,9976,0.89,0.47,0.11,0.17,1.00,0.53,0.00,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,tabulation_1x255_64,9982,0.89,0.47,0.11,0.17,1.00,0.53,0.00,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,tabulation_1x255_64,9976,0.89,0.47,0.11,0.17,1.00,0.53,0.00,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,clamp,pgm_hash_eps256,5,0.40,0.47,0.13,0.17,0.37,0.53,0.47,0.35,,0.01
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,mult_add_shift28_64,2,0.41,0.47,0.16,0.17,0.43,0.53,0.43,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,random_hash,7,0.45,0.47,0.17,0.17,0.49,0.53,0.38,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,random_hash,8,0.46,0.47,0.17,0.17,0.50,0.53,0.37,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,city128_low,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,murmur_finalizer64,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,xxh3_128_upp,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,xxh3_128_xor,11,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,xxh3_128_low,9,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,city64,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,aqua0_64,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,xxh3_128_xor,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,murmur3_128_upp,12,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,meow64_upp,9,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,aqua0_64,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,city128_xor,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,aqua1_64,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,city128_low,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,city64,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,aqua1_64,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,murmur3_128_upp,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,murmur3_128_xor,11,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,city128_city,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,murmur_finalizer64,11,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,city128_upp,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,meow64_upp,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,xxh3,11,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,xxh3_128_city,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,murmur3_128_city,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,city128_xor,9,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,xxh64,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,meow64_low,11,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,xxh3_128_xor,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,city128_city,12,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,xxh64,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,murmur3_128_city,9,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,murmur3_128_xor,11,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,murmur3_128_low,11,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,murmur3_128_xor,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,meow64_low,11,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,city128_xor,9,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,xxh3_128_low,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,meow64_low,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,city128_low,11,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,city128_upp,9,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,city128_city,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,xxh3,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,xxh3,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,xxh3_128_city,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,xxh3_128_city,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,murmur3_128_city,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,aqua1_64,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,murmur3_128_low,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,xxh64,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,murmur3_128_upp,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,murmur_finalizer64,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,city64,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,xxh3_128_upp,9,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,murmur3_128_low,9,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,xxh3_128_low,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,xxh3_128_upp,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,meow64_upp,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,city128_upp,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,aqua0_64,10,0.47,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,tabulation_8x255_64,11,0.48,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,tabulation_4x255_64,11,0.48,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,tabulation_4x255_64,10,0.48,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,tabulation_8x255_64,11,0.48,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,tabulation_4x255_64,10,0.48,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,tabulation_8x255_64,10,0.48,0.47,0.17,0.17,0.53,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,random_hash,9,0.48,0.47,0.18,0.17,0.55,0.53,0.33,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,mult_prime64,2,0.44,0.47,0.19,0.17,0.52,0.53,0.36,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,mult_add64,2,0.45,0.47,0.20,0.17,0.54,0.53,0.35,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,mult_prime_shift36_64,4,0.69,0.47,0.23,0.17,0.90,0.53,0.08,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange64,mult_prime64,4,0.69,0.47,0.23,0.17,0.90,0.53,0.08,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,mult_add_shift28_64,2,0.49,0.47,0.24,0.17,0.63,0.53,0.27,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,mult_fibonacci64,4,0.68,0.47,0.24,0.17,0.90,0.53,0.07,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,mult_prime64,3,0.57,0.47,0.25,0.17,0.76,0.53,0.18,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fast_modulo,mult_add64,2,0.53,0.47,0.28,0.17,0.76,0.53,0.18,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.75,fastrange32,mult_fibonacci_prime64,2,0.57,0.47,0.32,0.17,0.86,0.53,0.11,0.35,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,mult_fibonacci64,1,0.50,0.61,0.00,0.09,0.00,0.39,0.50,0.30,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,mult_fibonacci64,1,0.50,0.61,0.00,0.09,0.00,0.39,0.50,0.30,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,mult_fibonacci_prime64,1,0.50,0.61,0.00,0.09,0.00,0.39,0.50,0.30,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,clamp,radix_spline,1,0.50,0.61,0.00,0.09,0.00,0.39,0.50,0.30,,1.00
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,clamp,pgm_hash_eps128,4,0.50,0.61,0.00,0.09,0.01,0.39,0.49,0.30,,0.10
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,mult_prime_shift36_64,200000000,1.00,0.61,0.00,0.09,1.00,0.39,0.00,0.30,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,mult_fibonacci_shift36_64,200000000,1.00,0.61,0.00,0.09,1.00,0.39,0.00,0.30,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,mult_fibonacci_prime_shift36_64,200000000,1.00,0.61,0.00,0.09,1.00,0.39,0.00,0.30,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,mult_add64,2,0.51,0.61,0.01,0.09,0.02,0.39,0.49,0.30,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,clamp,radix_spline,2,0.51,0.61,0.01,0.09,0.02,0.39,0.49,0.30,,0.00
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,clamp,radix_spline,2,0.51,0.61,0.01,0.09,0.02,0.39,0.49,0.30,,0.01
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,clamp,radix_spline,2,0.51,0.61,0.01,0.09,0.02,0.39,0.49,0.30,,0.10
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,mult_fibonacci_prime_shift36_64,2,0.51,0.61,0.01,0.09,0.04,0.39,0.48,0.30,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,clamp,pgm_hash_eps256,4,0.51,0.61,0.01,0.09,0.05,0.39,0.48,0.30,,0.10
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,mult_fibonacci_shift36_64,2,0.52,0.61,0.02,0.09,0.10,0.39,0.45,0.30,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange64,mult_add_shift28_64,2,0.53,0.61,0.03,0.09,0.11,0.39,0.45,0.30,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,mult_fibonacci_prime64,2,0.53,0.61,0.03,0.09,0.11,0.39,0.45,0.30,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,clamp,pgm_hash_eps128,4,0.53,0.61,0.03,0.09,0.13,0.39,0.44,0.30,,0.01
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fastrange32,mult_add_shift28_64,2,0.53,0.61,0.03,0.09,0.13,0.39,0.44,0.30,,
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,clamp,pgm_hash_eps128,4,0.56,0.61,0.04,0.09,0.18,0.39,0.41,0.30,,1.00
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,clamp,pgm_hash_eps256,4,0.56,0.61,0.04,0.09,0.18,0.39,0.41,0.30,,1.00
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,clamp,pgm_hash_eps128,5,0.56,0.61,0.04,0.09,0.19,0.39,0.41,0.30,,0.00
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,clamp,pgm_hash_eps256,4,0.56,0.61,0.04,0.09,0.20,0.39,0.40,0.30,,0.00
consecutive_200M_uint64,g++ 10.2.0,mcgraw (Intel(R) Xeon(R) Gold 6230 CPU @ 2.10GHz),0.5,fast_modulo,mult_prime64,2,0.56,0.61,0.06,0.09,0.23,0.39,0.38,0.30,,
